schoolId,studentId,score,sex
3950,288292991,-1.665,Male
3950,288292991,-0.779,Male
3950,288292991,-0.281,Male
3950,291729862,-1.946,Female
3950,291729862,-1.121,Female
3950,291729862,-1.424,Female
3950,291729862,0.053,Female
3850,286004882,-1.894,Male
3850,286004882,-0.725,Male
3850,286004882,0.65,Male
3850,286095661,-2.558,Female
3850,286095661,-1.568,Female
3850,286095661,-0.928,Female
3850,286095661,-0.67,Female
3850,286095661,-0.455,Female
3850,286106881,-2.96,Male
3850,286106881,-3.728,Male
3850,286106881,-2.113,Male
3850,288696811,-3.068,Female
3850,288696811,-2.96,Female
3850,288696811,-1.631,Female
3850,288696811,-0.826,Female
3850,291794253,0.114,Female
3850,291794253,1.934,Female
3850,291794253,2.859,Female
3850,294161251,-2.188,Female
3850,294161251,-0.619,Female
3850,294161251,-0.501,Female
3850,294161251,0.114,Female
3850,294161251,1.066,Female
3850,294161251,1.302,Female
3850,294165081,-1.541,Female
3850,294165081,-0.921,Female
3850,294165081,0.852,Female
3850,294165081,2.034,Female
3850,295305992,-1.631,Male
3850,295305992,-0.419,Male
3850,295305992,0.936,Male
3850,300558292,-1.34,Male
3850,300558292,-0.779,Male
3850,300558292,1.047,Male
3850,302566111,-2.902,Male
3850,302566111,-3.094,Male
3850,302566111,0.083,Male
3850,304291841,-2.188,Male
3850,304291841,-1.966,Male
3850,304291841,-0.725,Male
3850,304291841,0.128,Male
3850,304291841,-0.225,Male
3850,304301581,-1.218,Male
3850,304301581,0.777,Male
3850,304301581,0.852,Male
3850,304301581,2.034,Male
3850,304301581,2.3,Male
3850,304303361,-1.303,Male
3850,304303361,0.058,Male
3850,304303361,1.309,Male
3850,304303361,2.14,Male
3850,304303361,2.954,Male
3850,304303603,-0.623,Male
3850,304303603,0.516,Male
3850,304303603,1.736,Male
3850,304306382,0.343,Female
3850,304306382,1.839,Female
3850,304306382,-0.515,Female
3850,308290852,-1.132,Male
3850,308290852,-0.192,Male
3850,308290852,0.452,Male
3850,308807651,-3.232,Female
3850,308807651,-1.616,Female
3850,308807651,-1.874,Female
3850,309574582,1.36,Female
3850,309574582,1.485,Female
3850,309574582,3.207,Female
3850,311997431,-1.987,Male
3850,311997431,-0.942,Male
3850,311997431,-0.316,Male
3780,260768462,-1.631,Female
3780,260768462,-0.826,Female
3780,260768462,0.873,Female
3780,260768462,0.997,Female
3780,277080052,-1.132,Male
3780,277080052,-0.244,Male
3780,277080052,0.2,Male
3780,288565631,-4.591,Male
3780,288565631,-2.351,Male
3780,288565631,-2.663,Male
3780,288565631,-1.778,Male
3780,288565631,-1.117,Male
3780,288565631,0.251,Male
3780,288566521,-2.288,Male
3780,288566521,-1.882,Male
3780,288566521,-0.623,Male
3780,288567091,-1.303,Female
3780,288567091,0.658,Female
3780,288567091,1.309,Female
3780,288567091,1.661,Female
3780,288567091,1.302,Female
3780,288568731,-1.76,Male
3780,288568731,-0.574,Male
3780,288568731,0.003,Male
3780,288568731,1.578,Male
3780,288568731,1.973,Male
3780,288574541,-1.898,Female
3780,288574541,-1.25,Female
3780,288574541,-0.419,Female
3780,288574541,0.873,Female
3780,288574541,0.897,Female
3780,288575271,-1.384,Male
3780,288575271,0.338,Male
3780,288575271,0.463,Male
3780,288575271,1.748,Male
3780,288575271,1.736,Male
3780,288575431,-1.384,Female
3780,288575431,0.148,Female
3780,288575431,1.678,Female
3780,288575431,0.347,Female
3780,289097561,-2.288,Male
3780,289097561,-1.819,Male
3780,289097561,-0.826,Male
3780,289097561,-0.616,Male
3780,289097561,0.044,Male
3780,300513192,-0.645,Male
3780,300513192,0.343,Male
3780,300513192,0.811,Male
3780,300513192,1.047,Male
3780,301711521,-2.288,Male
3780,301711521,-1.631,Male
3780,301711521,-0.623,Male
3780,302336702,-0.716,Male
3780,302336702,-0.522,Male
3780,302336702,0.691,Male
3780,302336702,0.452,Male
3780,302753302,-0.273,Male
3780,302753302,0.852,Male
3780,302753302,1.839,Male
3780,302753302,2.3,Male
3780,309496922,-1.882,Female
3780,309496922,-0.928,Female
3780,309496922,-0.725,Female
3780,309496922,0.251,Female
3780,312008491,-2.474,Male
3780,312008491,-1.631,Male
3780,312008491,-0.826,Male
3780,312008491,-0.456,Male
3780,312008491,0.044,Male
3780,314343432,0.227,Female
3780,314343432,0.516,Female
3780,314343432,1.25,Female
3780,839559420,0.148,Female
3780,839559420,1.146,Female
3780,839559420,2.14,Female
3780,839578020,1.043,Female
3780,839578020,1.309,Female
3780,839578020,0.873,Female
3780,839578020,1.047,Female
3700,264492942,0.463,Male
3700,264492942,1.934,Male
3700,264492942,2.164,Male
3700,279416132,-1.882,Male
3700,279416132,-2.015,Male
3700,279416132,-0.67,Male
3700,283712171,-1.772,Male
3700,283712171,-0.574,Male
3700,283712171,0.227,Male
3700,283712171,0.811,Male
3700,291870611,-1.13,Male
3700,291870611,-0.854,Male
3700,291870611,0.114,Male
3700,293907462,-0.522,Male
3700,293907462,0.873,Male
3700,293907462,1.852,Male
3700,293913352,0.227,Male
3700,293913352,1.661,Male
3700,293913352,1.46,Male
3700,297306441,-3.558,Female
3700,297306441,-2.377,Female
3700,297306441,-1.882,Female
3700,297306441,-1.179,Female
3700,297306441,-0.943,Female
3700,297306441,-0.482,Female
3700,297308651,-0.608,Female
3700,297308651,-1.12,Female
3700,297308651,-0.725,Female
3700,297308651,0.873,Female
3700,297308651,1.047,Female
3700,297309701,-0.608,Female
3700,297309701,0.777,Female
3700,297309701,0.227,Female
3700,297309701,0.873,Female
3700,297309701,1.568,Female
3700,297310551,-1.276,Female
3700,297310551,-0.716,Female
3700,297310551,0.114,Female
3700,297310551,0.237,Female
3700,297310551,0.501,Female
3700,297311011,-2.188,Female
3700,297311011,-0.854,Female
3700,297311011,-1.34,Female
3700,297311011,-0.35,Female
3700,297311011,1.148,Female
3700,301649462,-0.826,Female
3700,301649462,0.021,Female
3700,301649462,1.568,Female
3700,302959352,-2.528,Female
3700,302959352,-2.27,Female
3700,302959352,-1.484,Female
3700,305429831,-1.83,Female
3700,305429831,-1.757,Female
3700,305429831,-0.826,Female
3700,305429831,0.237,Female
3700,305429831,1.098,Female
3700,305431571,-2.558,Male
3700,305431571,-0.974,Male
3700,305431571,-0.501,Male
3700,305431731,-1.276,Female
3700,305431731,-0.988,Female
3700,305431731,-0.211,Female
3700,305431731,-0.032,Female
3700,305432381,-2.558,Female
3700,305432381,-1.819,Female
3700,305432381,-1.894,Female
3700,305432381,-1.002,Female
3700,305432381,-0.17,Female
3700,305432971,-1.276,Female
3700,305432971,-0.988,Female
3700,305432971,-0.105,Female
3700,305432971,0.403,Female
3700,305432971,2.164,Female
3700,308746171,-2.558,Male
3700,308746171,-2.528,Male
3700,308746171,-1.665,Male
3700,308746171,0.128,Male
3700,308746171,0.947,Male
3700,308754861,-2.188,Male
3700,308754861,-2.009,Male
3700,308754861,-1.236,Male
3700,308754861,0.237,Male
3700,308754861,0.551,Male
