X,Y,CLASS
26.80590159,24.86024462,sterile
23.04901549,24.07122351,sterile
1.433717413,15.44522729,sterile
25.71478385,5.810444949,sterile
23.82255448,11.39687434,sterile
1.002364217,23.7445309,sterile
1.589661164,6.387792171,sterile
25.77684441,17.25798688,sterile
14.19451122,22.45857214,sterile
19.31049055,12.01585377,sterile
0.161827714,11.69201626,sterile
25.78150464,17.55889684,sterile
7.302291265,18.62361064,sterile
22.17395433,17.01188182,sterile
21.60584948,17.87948218,sterile
17.64755001,12.02713619,sterile
10.31893886,7.808293607,sterile
17.46326334,11.14563208,sterile
27.83884029,11.283709,sterile
3.204988847,10.37401125,sterile
1.163736605,27.67595829,sterile
5.264380113,13.18166067,sterile
12.04305802,25.48237507,sterile
8.257877757,13.83252567,sterile
17.85595943,15.70503416,sterile
18.08850534,18.33668252,sterile
5.937624997,8.69940819,sterile
1.927481017,2.505496389,sterile
12.77834619,4.538500411,sterile
20.11892837,22.79743649,sterile
9.321781767,7.010577663,sterile
12.86650301,28.63885548,sterile
27.44757324,19.4242268,sterile
13.98879,8.966404852,sterile
17.95684559,18.27058533,sterile
5.784110071,12.18148363,sterile
27.67899912,24.3226755,sterile
26.42059389,19.4872621,sterile
2.599674,1.035731449,sterile
22.22183272,14.94866473,sterile
11.21942363,20.96255804,sterile
13.41236662,23.34361511,sterile
29.81986284,17.04266277,sterile
4.037516888,9.429923783,sterile
20.08511338,15.16078601,sterile
4.97120139,11.32206399,sterile
22.29513008,28.09982597,sterile
7.137862465,19.28358044,sterile
21.07291488,7.962434054,sterile
4.800382967,27.86997998,sterile
17.4499627,19.94754383,sterile
5.810459324,14.09812993,sterile
16.64962883,7.312148816,sterile
17.6798979,22.0673671,sterile
11.83146737,19.11863521,sterile
21.09350496,22.47680783,sterile
16.64674065,18.92921233,sterile
7.148726138,28.63325713,sterile
21.98605057,15.21960049,sterile
27.53709048,13.78554891,sterile
4.234842954,19.72310337,sterile
5.944869958,16.07299623,sterile
3.657818281,0.014084664,sterile
18.38822391,12.43159723,sterile
26.42359241,27.57101297,sterile
4.448554362,20.62358437,sterile
2.3573248,18.42427046,sterile
23.37267161,0.523732945,sterile
21.60579625,10.60979613,sterile
10.63688604,13.5801018,sterile
17.40070645,25.85790206,sterile
13.13270337,27.9599211,sterile
2.583194403,23.83996113,sterile
18.56020281,26.26385809,sterile
13.73906112,4.915816309,sterile
2.477445065,17.78340149,sterile
24.10021226,20.44515302,sterile
22.88855115,5.169733751,sterile
26.56678115,13.27225427,sterile
8.915227947,4.136035417,sterile
3.649116287,15.22757792,sterile
14.05363705,11.27570156,sterile
11.28727314,28.96645132,sterile
14.319066,22.33490845,sterile
5.853981616,16.06966878,sterile
21.62238998,18.53954081,sterile
22.71176598,20.69209065,sterile
17.10269348,23.82950691,sterile
0.383214327,20.03681925,sterile
24.15417543,2.664048413,sterile
25.74814593,29.56847556,sterile
5.006947964,13.96296508,sterile
11.73005167,2.051135036,sterile
22.93546929,20.15491826,sterile
20.87738846,28.36296338,sterile
12.5643847,12.72447588,sterile
11.04824765,4.507009902,sterile
25.4393642,28.68675952,sterile
8.865025348,11.17771299,sterile
0.478617379,15.74035447,sterile
16.38808311,26.8983504,sterile
7.475424511,14.91601938,sterile
15.53062869,12.15418839,sterile
25.25270299,23.73293045,sterile
6.663290667,19.81525144,sterile
12.77761264,6.964672809,sterile
22.03168323,19.36408119,sterile
1.45337051,19.93072938,sterile
14.55953764,17.29767024,sterile
16.69809322,29.82207504,sterile
27.01153336,29.37587868,sterile
14.3183806,17.85116031,sterile
7.068141962,5.878198736,sterile
26.76649779,8.702373072,sterile
25.31780448,15.25095169,sterile
8.244399244,1.904444124,sterile
27.77583998,24.03882929,sterile
14.85839838,15.41624362,sterile
5.612218038,15.77623782,sterile
28.91162954,4.167698601,sterile
11.13536282,10.3168939,sterile
17.43425424,11.34706623,sterile
28.72238175,28.45709,sterile
9.789268181,5.457910364,sterile
25.86123447,0.24782062,sterile
17.33835185,3.631844167,sterile
9.140495681,27.34840492,sterile
22.04686009,29.60131213,sterile
25.21540978,23.66853378,sterile
4.450943812,23.8943192,sterile
13.46598642,29.20467371,sterile
18.6588601,0.246388831,sterile
9.167434881,0.081477009,sterile
20.54701558,23.01760635,sterile
27.61499179,17.82748005,sterile
11.44381506,17.75953503,sterile
1.824346392,1.989433025,sterile
20.60174541,20.47458279,sterile
18.21383329,23.35056817,sterile
6.448929913,10.47151765,sterile
19.22500704,0.437685179,sterile
26.03618246,11.41873379,sterile
19.94668601,13.52254005,sterile
27.06651599,9.441972908,sterile
9.683878741,29.34486691,sterile
2.101543522,11.49333201,sterile
27.65928519,7.755943181,sterile
18.72644246,0.543293743,sterile
26.22942649,28.39330893,sterile
3.216015778,12.92636747,sterile
3.366262349,23.16407165,sterile
11.24918883,7.203681814,sterile
0.635460396,15.8357483,sterile
25.8069013,21.6488925,sterile
27.46647968,5.371930855,sterile
16.55944664,19.34318635,sterile
27.77785737,20.25954387,sterile
7.298879251,25.4637001,sterile
24.99185777,17.15469063,sterile
8.20191591,3.893038665,sterile
21.07820983,2.823734845,sterile
20.08952081,20.22416969,sterile
26.55534464,5.672431549,sterile
7.805755455,1.567829561,sterile
6.467667455,21.81179119,sterile
15.60251652,15.75143941,sterile
23.41193153,9.88794737,sterile
0.612023638,14.62721868,sterile
4.508724909,18.63569562,sterile
4.868406651,5.101909779,sterile
2.368028099,4.774528679,sterile
29.95086792,6.787966685,sterile
14.06229059,28.87086177,sterile
22.99848813,8.89884192,sterile
4.275244887,1.425057203,sterile
7.023012321,6.7423017,sterile
17.14763128,29.64573064,sterile
13.70371079,9.287223055,sterile
12.95687265,14.07901463,sterile
5.724014982,27.17372491,sterile
9.688610598,1.750028855,sterile
8.593868008,13.23064709,sterile
24.99227398,24.93144843,sterile
12.57595638,9.3515392,sterile
15.30287281,10.26127032,sterile
5.168816673,16.99377717,sterile
15.34735126,19.37493544,sterile
29.4903661,13.92679637,sterile
23.94774236,16.30834249,sterile
28.81863131,6.708570665,sterile
13.91558438,19.33946592,sterile
21.25115476,6.091289646,sterile
5.382225991,22.87215948,sterile
16.78756853,20.23260421,sterile
8.408996849,25.74371091,sterile
26.97889546,18.80980018,sterile
11.6922353,27.43464438,sterile
21.94904341,19.68366633,sterile
24.84050537,26.79290945,sterile
9.405136595,29.32056507,sterile
0.843638289,1.071452228,sterile
23.51377602,19.32684432,sterile
15.98889752,10.00202501,sterile
19.73387351,19.37333161,sterile
7.565597941,25.54254801,sterile
20.45879121,20.83739586,sterile
9.992540013,6.632449573,sterile
22.94720817,12.3777722,sterile
14.26383389,5.38793128,sterile
20.95697999,20.45849136,sterile
13.04630646,23.3668409,sterile
0.266791787,13.89647888,sterile
11.59613001,3.672217734,sterile
8.369033814,0.058477186,sterile
13.97481345,7.7848982,sterile
28.01890757,17.09633516,sterile
9.891615522,6.103666336,sterile
20.31621151,10.73643158,sterile
3.093917433,24.84944538,sterile
18.78918686,11.49924188,sterile
13.57092729,5.641637756,sterile
25.36361189,28.43094776,sterile
5.294807756,27.1452071,sterile
26.35975042,5.70216964,sterile
22.13854619,28.25778464,sterile
6.842470248,18.9841698,sterile
2.683254553,0.782110572,sterile
4.748878574,23.19749134,sterile
15.94665733,3.356232396,sterile
6.507521763,16.44003765,sterile
3.804078077,23.28270099,sterile
27.16516686,21.9952147,sterile
25.3330585,6.344734866,sterile
3.482709532,20.72961582,sterile
27.18584464,23.66843146,sterile
18.95809217,16.70841975,sterile
10.76274103,15.73034552,sterile
7.589991835,26.01131202,sterile
25.37508671,17.65568397,sterile
1.96693562,9.481613855,sterile
17.50413916,29.08358095,sterile
17.36755603,9.681847554,sterile
24.9825088,0.001651675,sterile
26.7112764,28.70568974,sterile
7.78885772,11.29444798,sterile
27.34756669,25.571206,sterile
12.09857118,15.93054795,sterile
23.79176555,14.66219741,sterile
15.62369297,12.74265995,sterile
22.83125375,18.37276177,sterile
12.46775775,8.437685953,sterile
8.34035319,22.79547246,sterile
21.07086218,20.63543085,sterile
29.61150859,16.43388273,sterile
27.60950181,5.422651023,sterile
3.10572796,27.08214067,sterile
27.25487685,17.78002666,sterile
9.462069701,27.66651933,sterile
19.07563234,8.245541209,sterile
10.65062352,0.002358311,sterile
3.722792447,24.38678036,sterile
23.0359761,22.33443956,sterile
29.63334704,13.18696541,sterile
17.02614738,13.71887599,sterile
22.16451375,8.396014008,sterile
22.16180768,10.48228147,sterile
8.018693703,21.03852934,sterile
16.75926022,8.07100157,sterile
17.19565377,23.42315389,sterile
4.012563452,6.416378003,sterile
27.00022743,10.46939489,sterile
15.19836443,11.02434629,sterile
2.444124883,6.629275724,sterile
19.62086462,22.10844626,sterile
9.606611752,16.17974883,sterile
27.49104878,21.33950252,sterile
17.83890101,18.86895108,sterile
13.01178225,4.924678062,sterile
10.76504531,17.31660825,sterile
3.390489961,16.96291876,sterile
1.063755301,26.53620474,sterile
27.73552293,26.12711339,sterile
29.53917461,19.60947314,sterile
3.280999912,7.741599914,sterile
21.42172682,5.015951616,sterile
11.69323715,13.90944864,sterile
2.498624311,13.12826351,sterile
4.814315219,21.61632765,sterile
0.516917794,10.37804228,sterile
